"person_id","post_id","status"
81,19,true
82,19,true
83,19,false
84,19,false
85,19,false
88,19,false
92,19,false
93,19,false
96,19,true
97,19,false
98,19,true
99,19,true
100,19,true
3,20,false
4,20,false
5,20,false
9,20,false
10,20,false
12,20,false
16,20,false
19,20,false
23,20,false
26,20,false
28,20,true
34,20,false
35,20,false
36,20,false
37,20,true
41,20,true
42,20,false
44,20,true
49,20,false
50,20,true
51,20,true
53,20,false
55,20,false
56,20,false
57,20,false
58,20,true
59,20,false
60,20,true
61,20,true
62,20,false
63,20,false
65,20,false
66,20,false
67,20,false
69,20,true
70,20,true
71,20,true
72,20,true
73,20,false
74,20,false
77,20,false
78,20,true
82,20,false
83,20,false
85,20,false
86,20,false
87,20,false
89,20,true
91,20,false
92,20,false
98,20,false
99,20,false
1,21,false
3,21,false
4,21,false
6,21,false
7,21,true
8,21,true
9,21,false
10,21,false
11,21,false
13,21,false
15,21,true
16,21,true
17,21,false
18,21,false
20,21,false
21,21,false
25,21,true
30,21,false
32,21,false
35,21,false
36,21,false
37,21,true
40,21,true
43,21,true
44,21,true
47,21,false
48,21,true
49,21,true
50,21,false
52,21,false
53,21,false
56,21,true
58,21,false
59,21,true
60,21,false
62,21,false
63,21,false
65,21,true
66,21,true
71,21,false
72,21,false
73,21,false
75,21,true
77,21,true
78,21,false
80,21,false
81,21,true
83,21,false
85,21,false
86,21,false
87,21,false
88,21,true
89,21,true
90,21,false
91,21,true
94,21,true
95,21,true
98,21,true
4,22,true
8,22,true
9,22,true
10,22,false
14,22,true
17,22,true
18,22,true
19,22,true
20,22,true
21,22,true
22,22,true
23,22,true
25,22,true
26,22,false
29,22,true
30,22,false
32,22,true
34,22,true
37,22,true
38,22,true
41,22,true
43,22,true
44,22,true
47,22,true
50,22,true
54,22,true
55,22,true
56,22,true
58,22,false
59,22,true
60,22,true
61,22,false
62,22,true
66,22,true
67,22,false
69,22,true
70,22,true
71,22,true
74,22,true
77,22,true
81,22,true
83,22,true
85,22,true
86,22,false
87,22,true
89,22,true
93,22,true
95,22,false
96,22,true
97,22,true
99,22,true
2,23,false
3,23,false
5,23,false
6,23,true
8,23,true
9,23,false
11,23,false
14,23,true
16,23,false
18,23,false
19,23,true
20,23,false
21,23,true
22,23,true
23,23,false
28,23,true
30,23,false
31,23,true
32,23,false
34,23,true
36,23,true
37,23,false
39,23,true
44,23,false
46,23,true
49,23,false
60,23,false
63,23,false
65,23,true
66,23,true
68,23,true
70,23,false
71,23,true
72,23,false
75,23,true
76,23,true
77,23,true
79,23,false
81,23,true
84,23,true
85,23,false
88,23,false
89,23,true
92,23,true
94,23,true
97,23,false
98,23,true
99,23,false
100,23,true
1,24,true
2,24,true
4,24,true
6,24,true
7,24,true
9,24,false
10,24,false
14,24,false
16,24,false
17,24,true
18,24,false
20,24,true
25,24,false
26,24,true
27,24,false
30,24,false
31,24,true
32,24,true
33,24,false
34,24,false
36,24,false
40,24,true
41,24,false
42,24,false
43,24,true
46,24,false
48,24,false
49,24,true
50,24,true
53,24,false
54,24,true
55,24,true
57,24,false
58,24,false
64,24,false
65,24,true
71,24,false
73,24,false
75,24,true
76,24,false
77,24,false
78,24,true
82,24,true
88,24,false
89,24,false
94,24,false
95,24,true
97,24,false
98,24,false
99,24,false
1,25,true
3,25,true
4,25,false
5,25,false
8,25,true
10,25,true
11,25,true
12,25,true
13,25,false
16,25,true
17,25,true
18,25,true
19,25,true
20,25,false
21,25,true
22,25,true
24,25,true
25,25,false
26,25,true
27,25,true
29,25,true
30,25,true
31,25,true
32,25,true
34,25,true
37,25,false
38,25,true
41,25,true
42,25,true
44,25,true
45,25,true
46,25,false
48,25,true
49,25,true
53,25,false
54,25,true
55,25,true
56,25,false
58,25,true
59,25,false
60,25,true
65,25,true
68,25,true
71,25,true
75,25,true
76,25,true
78,25,false
79,25,false
80,25,true
81,25,true
82,25,true
85,25,false
86,25,true
87,25,true
88,25,true
92,25,true
94,25,true
95,25,true
96,25,true
97,25,true
98,25,true
99,25,true
1,26,true
2,26,true
3,26,false
5,26,true
6,26,false
7,26,true
8,26,false
11,26,true
12,26,true
13,26,false
14,26,false
20,26,false
22,26,false
23,26,false
25,26,true
26,26,true
29,26,true
30,26,true
31,26,true
32,26,true
33,26,true
35,26,false
37,26,false
41,26,true
42,26,false
43,26,false
44,26,false
45,26,false
49,26,false
51,26,true
52,26,true
54,26,false
58,26,true
62,26,true
66,26,false
67,26,false
68,26,true
69,26,false
70,26,false
71,26,false
79,26,false
80,26,false
82,26,true
86,26,false
87,26,false
90,26,true
98,26,false
99,26,false
100,26,false
3,27,true
4,27,false
5,27,true
6,27,true
7,27,false
9,27,true
10,27,true
11,27,false
14,27,false
17,27,false
18,27,true
20,27,true
21,27,false
23,27,true
26,27,true
27,27,false
30,27,true
35,27,false
38,27,false
39,27,true
40,27,true
42,27,true
44,27,true
46,27,false
50,27,true
51,27,false
53,27,true
54,27,false
55,27,true
57,27,false
58,27,true
59,27,false
60,27,true
66,27,true
67,27,true
69,27,true
70,27,false
73,27,false
76,27,true
78,27,false
79,27,true
84,27,true
86,27,true
89,27,true
90,27,false
92,27,true
93,27,true
95,27,true
97,27,true
99,27,true
100,27,true
1,28,false
3,28,true
5,28,false
6,28,false
7,28,true
9,28,true
11,28,true
12,28,true
14,28,true
16,28,true
17,28,false
21,28,false
22,28,false
23,28,false
25,28,true
26,28,false
28,28,false
29,28,false
30,28,true
40,28,false
41,28,false
42,28,false
44,28,false
45,28,false
48,28,false
49,28,false
50,28,true
53,28,false
54,28,false
56,28,true
57,28,true
59,28,false
64,28,false
65,28,true
68,28,false
69,28,true
70,28,false
71,28,true
73,28,true
74,28,true
75,28,false
78,28,true
79,28,true
80,28,true
81,28,true
82,28,false
85,28,false
86,28,false
87,28,false
89,28,false
90,28,false
91,28,false
93,28,false
94,28,false
95,28,false
97,28,true
99,28,false
2,29,true
4,29,true
5,29,false
7,29,true
10,29,false
12,29,false
13,29,false
14,29,false
16,29,true
18,29,true
20,29,false
22,29,true
24,29,false
26,29,true
27,29,true
29,29,true
30,29,false
31,29,true
32,29,true
36,29,false
37,29,false
38,29,true
39,29,true
40,29,false
41,29,true
42,29,true
43,29,true
44,29,false
45,29,false
49,29,true
51,29,true
53,29,false
54,29,true
55,29,true
57,29,true
58,29,true
59,29,false
60,29,false
63,29,true
65,29,false
67,29,true
70,29,false
71,29,false
74,29,true
75,29,true
78,29,false
79,29,true
81,29,true
82,29,true
84,29,true
85,29,true
86,29,true
87,29,false
88,29,true
90,29,false
91,29,true
92,29,true
93,29,true
94,29,false
97,29,false
98,29,false
99,29,true
2,30,true
3,30,false
4,30,true
5,30,true
7,30,false
10,30,true
11,30,false
13,30,true
14,30,true
17,30,true
18,30,false
21,30,true
22,30,false
23,30,false
25,30,true
26,30,false
27,30,true
28,30,false
29,30,true
30,30,false
31,30,true
32,30,true
34,30,true
36,30,true
38,30,false
39,30,true
40,30,false
45,30,false
46,30,false
47,30,true
49,30,true
51,30,false
53,30,false
54,30,true
55,30,true
56,30,true
57,30,false
59,30,false
60,30,false
61,30,true
64,30,false
65,30,true
66,30,false
67,30,false
69,30,true
70,30,true
71,30,true
74,30,false
75,30,true
77,30,true
78,30,true
79,30,false
82,30,false
83,30,false
85,30,true
86,30,false
87,30,false
88,30,false
89,30,true
90,30,false
91,30,true
93,30,true
94,30,true
96,30,false
98,30,false
99,30,true
5,31,true
7,31,false
11,31,true
12,31,false
14,31,true
15,31,true
16,31,false
17,31,false
20,31,false
24,31,true
32,31,true
35,31,true
39,31,false
40,31,false
43,31,true
44,31,false
48,31,true
49,31,true
52,31,true
53,31,false
54,31,false
55,31,false
59,31,false
63,31,true
64,31,false
70,31,true
71,31,true
74,31,true
76,31,false
77,31,false
78,31,false
81,31,false
82,31,true
86,31,true
87,31,false
88,31,false
92,31,false
93,31,false
94,31,true
95,31,true
99,31,false
1,32,true
4,32,false
5,32,true
6,32,true
7,32,true
9,32,false
10,32,true
15,32,true
17,32,false
18,32,false
19,32,true
20,32,true
25,32,true
26,32,true
27,32,true
29,32,true
32,32,true
34,32,true
35,32,false
36,32,true
37,32,false
38,32,true
40,32,false
44,32,true
45,32,true
46,32,false
48,32,true
49,32,true
50,32,false
53,32,false
55,32,false
56,32,true
61,32,true
63,32,false
64,32,true
65,32,true
66,32,true
67,32,true
70,32,false
71,32,true
72,32,true
73,32,false
74,32,true
77,32,false
78,32,false
81,32,false
82,32,true
84,32,false
85,32,false
87,32,false
88,32,true
89,32,true
91,32,true
92,32,false
93,32,false
94,32,false
95,32,false
97,32,true
98,32,true
100,32,false
1,33,true
3,33,true
5,33,true
6,33,true
9,33,true
10,33,true
11,33,true
12,33,false
16,33,true
18,33,true
20,33,false
22,33,true
23,33,true
26,33,true
28,33,true
31,33,false
34,33,true
35,33,true
38,33,true
39,33,false
43,33,true
44,33,true
45,33,true
49,33,false
50,33,false
52,33,false
57,33,true
59,33,false
60,33,false
62,33,false
65,33,false
66,33,false
67,33,true
68,33,true
69,33,false
71,33,false
75,33,false
76,33,false
77,33,true
80,33,true
81,33,true
87,33,true
90,33,true
91,33,true
92,33,true
93,33,true
94,33,true
97,33,false
99,33,false
4,34,false
6,34,true
7,34,false
8,34,false
11,34,false
12,34,false
16,34,false
18,34,true
23,34,false
26,34,false
27,34,true
29,34,true
30,34,false
32,34,false
33,34,false
35,34,false
44,34,true
47,34,false
52,34,true
54,34,false
56,34,true
61,34,false
63,34,false
65,34,false
67,34,true
69,34,false
70,34,false
71,34,false
72,34,false
74,34,false
75,34,true
76,34,false
79,34,true
80,34,false
83,34,true
85,34,true
87,34,false
88,34,false
89,34,true
93,34,true
94,34,false
96,34,true
1,35,true
3,35,true
5,35,false
6,35,false
7,35,true
9,35,true
10,35,false
17,35,true
21,35,true
25,35,false
26,35,false
27,35,false
29,35,false
31,35,false
32,35,false
33,35,false
34,35,false
35,35,true
36,35,false
37,35,false
38,35,true
41,35,true
42,35,true
47,35,true
49,35,true
50,35,false
52,35,true
54,35,false
55,35,false
56,35,false
59,35,true
60,35,false
65,35,false
66,35,true
71,35,false
75,35,true
76,35,false
78,35,true
79,35,true
80,35,false
81,35,false
82,35,true
87,35,false
90,35,true
94,35,false
95,35,false
96,35,false
97,35,false
100,35,false
1,36,true
4,36,false
9,36,true
10,36,true
11,36,true
14,36,true
17,36,false
18,36,true
20,36,false
22,36,true
26,36,false
27,36,true
33,36,true
36,36,false
38,36,true
39,36,false
41,36,true
42,36,true
43,36,false
45,36,false
47,36,true
49,36,false
53,36,false
54,36,true
56,36,true
57,36,true
59,36,true
62,36,true
64,36,true
65,36,true
68,36,true
71,36,true
72,36,false
73,36,true
74,36,true
78,36,false
82,36,true
83,36,true
85,36,true
86,36,true
88,36,true
89,36,true
94,36,true
95,36,true
98,36,true
99,36,true
1,37,true
3,37,true
4,37,false
5,37,false
9,37,true
10,37,true
11,37,true
13,37,true
15,37,false
16,37,false
17,37,true
18,37,true
19,37,false
20,37,true
21,37,false
22,37,false
26,37,true
29,37,true
30,37,true
31,37,false
33,37,false
34,37,false
36,37,true
37,37,true
41,37,true
42,37,true
43,37,false
44,37,true
46,37,true
50,37,false
51,37,true
53,37,false
56,37,true
57,37,false
58,37,true
59,37,false
60,37,true
63,37,true
65,37,true
67,37,true
69,37,false
70,37,true
71,37,true
72,37,true
73,37,false
76,37,true
78,37,true
80,37,false
82,37,true
83,37,true
84,37,true
85,37,false
87,37,false
93,37,false
94,37,true
95,37,true
96,37,false
97,37,true
98,37,false
99,37,true
100,37,true
1,38,false
4,38,true
5,38,false
6,38,true
8,38,false
11,38,false
15,38,true
16,38,false
18,38,false
19,38,false
20,38,false
23,38,true
26,38,false
27,38,true
31,38,true
32,38,false
33,38,false
34,38,false
38,38,false
39,38,true
41,38,true
43,38,true
45,38,false
46,38,false
48,38,false
49,38,true
51,38,true
52,38,true
53,38,false
55,38,true
56,38,false
57,38,true
59,38,false
60,38,true
61,38,false
62,38,false
65,38,false
66,38,true
67,38,true
69,38,true
70,38,false
71,38,false
72,38,true
73,38,false
74,38,true
75,38,false
77,38,false
78,38,false
79,38,true
80,38,false
82,38,false
85,38,false
86,38,false
87,38,true
89,38,false
91,38,true
92,38,true
93,38,true
94,38,true
95,38,true
97,38,false
98,38,false
99,38,true
100,38,true
1,39,true
5,39,true
6,39,true
8,39,false
9,39,true
14,39,false
19,39,true
22,39,true
24,39,false
25,39,false
26,39,false
27,39,true
30,39,false
32,39,false
33,39,true
35,39,false
36,39,true
39,39,false
40,39,false
41,39,false
47,39,true
49,39,true
53,39,true
56,39,true
57,39,true
64,39,false
69,39,false
70,39,false
74,39,false
77,39,false
78,39,false
82,39,false
86,39,false
91,39,true
92,39,true
95,39,true
96,39,false
97,39,true
98,39,true
99,39,true
100,39,true
2,40,true
3,40,true
4,40,false
6,40,false
7,40,false
11,40,false
12,40,false
15,40,true
17,40,true
18,40,true
20,40,false
21,40,false
22,40,false
23,40,true
27,40,true
28,40,false
29,40,false
33,40,false
34,40,false
36,40,true
37,40,false
41,40,false
44,40,true
45,40,false
49,40,true
53,40,true
54,40,true
56,40,false
57,40,true
61,40,false
65,40,false
67,40,false
68,40,true
71,40,true
78,40,true
80,40,true
82,40,true
83,40,false
85,40,false
86,40,true
88,40,false
91,40,false
92,40,true
93,40,false
94,40,true
95,40,true
97,40,true
98,40,false
99,40,false
2,41,true
3,41,true
5,41,true
6,41,true
7,41,false
10,41,false
12,41,true
13,41,true
14,41,false
15,41,false
18,41,false
20,41,false
26,41,false
29,41,true
40,41,false
41,41,true
52,41,false
53,41,false
55,41,false
56,41,false
57,41,false
60,41,false
62,41,true
66,41,false
68,41,false
70,41,false
73,41,false
75,41,false
82,41,false
83,41,false
84,41,true
87,41,true
89,41,false
92,41,false
93,41,false
95,41,true
96,41,true
98,41,false
100,41,false
1,42,true
5,42,false
6,42,true
7,42,true
9,42,false
10,42,true
13,42,false
14,42,false
16,42,false
17,42,true
18,42,false
19,42,false
20,42,false
22,42,false
24,42,false
28,42,false
30,42,false
34,42,false
35,42,true
36,42,false
37,42,false
38,42,true
39,42,false
41,42,false
42,42,false
44,42,false
47,42,false
48,42,false
49,42,false
50,42,true
56,42,true
58,42,false
60,42,true
64,42,false
65,42,false
67,42,true
69,42,true
74,42,true
75,42,false
76,42,true
77,42,false
78,42,false
79,42,false
81,42,false
82,42,false
83,42,false
85,42,false
87,42,true
88,42,false
93,42,false
94,42,false
97,42,true
99,42,false
100,42,false
1,43,true
8,43,false
11,43,false
17,43,false
18,43,false
20,43,false
21,43,false
22,43,true
24,43,false
26,43,true
28,43,false
37,43,false
38,43,true
39,43,false
42,43,false
43,43,false
47,43,false
48,43,true
49,43,false
56,43,false
58,43,true
59,43,true
61,43,true
64,43,true
66,43,false
69,43,false
71,43,true
73,43,true
74,43,false
77,43,false
79,43,false
80,43,false
82,43,false
84,43,true
87,43,false
88,43,false
91,43,true
92,43,false
95,43,false
99,43,false
1,44,true
5,44,true
6,44,true
7,44,true
10,44,true
13,44,false
14,44,false
15,44,true
17,44,false
19,44,true
20,44,true
21,44,true
22,44,false
23,44,false
25,44,false
26,44,false
34,44,true
40,44,false
42,44,true
43,44,false
44,44,true
45,44,false
46,44,false
47,44,true
48,44,true
49,44,true
51,44,false
52,44,true
53,44,true
55,44,true
56,44,true
57,44,false
59,44,true
63,44,true
65,44,true
69,44,true
71,44,false
75,44,false
78,44,true
79,44,true
83,44,true
85,44,false
86,44,true
87,44,false
88,44,false
89,44,true
92,44,true
93,44,true
94,44,true
95,44,true
96,44,false
4,45,true
5,45,false
6,45,false
10,45,false
12,45,true
13,45,false
14,45,false
15,45,false
16,45,false
17,45,false
18,45,true
20,45,true
21,45,false
22,45,true
26,45,false
32,45,false
33,45,false
